49,1,4.0
49,2,5.0
49,8,4.5
50,1,4.5
50,2,5.0
50,3,1.5
50,4,5.0
50,8,5.0
50,20,1.0
50,269,5.0
53,1,2.0
53,2,4.0
53,3,1.5
53,4,3.0
54,1,4.5
54,2,2.0
54,3,4.5
54,4,2.5
55,1,5.0
55,2,3.5
55,3,4.5
55,4,5.0
362,1,3.0
419,1,2.5
341,1,2.5
339,1,0.5
333,1,0.5
383,1,4.5
423,1,3.5
380,1,4.5
374,1,2.5
345,1,4.0
330,1,4.5
334,1,3.5
420,1,2.0
53,1,2.0
329,1,4.5
55,1,3.0
356,1,0.0
417,1,4.5
329,2,3.5
372,2,4.0
413,2,4.5
392,2,2.5
404,2,4.5
373,2,3.0
417,2,1.0
413,2,2.0
373,2,2.0
410,2,4.0
334,2,4.0
358,2,4.0
372,2,2.5
395,2,1.0
340,2,4.0
427,2,4.0
356,2,1.0
399,2,2.5
394,2,3.5
401,2,4.0
400,3,2.5
391,3,4.5
407,3,4.5
404,3,3.0
339,3,3.5
385,3,3.0
425,3,2.5
380,3,4.0
400,3,3.5
365,3,4.5
402,3,4.0
399,3,3.5
329,3,3.5
350,3,3.0
386,3,4.5
361,3,4.0
391,3,4.0
392,3,4.0
424,4,1.0
351,4,0.5
381,4,2.5
426,4,3.0
341,4,0.0
346,5,3.5
400,5,2.0
392,5,4.5
379,5,3.5
384,5,3.5
398,5,3.5
348,5,2.5
427,5,4.0
365,5,2.0
354,5,4.5
423,5,0.0
354,5,3.0
427,5,2.5
423,5,3.0
386,5,2.0
372,5,3.5
427,5,3.5
391,5,3.5
410,5,4.0
385,5,4.0
407,5,2.5
53,5,3.5
331,5,4.5
413,5,3.5
420,5,3.5
341,5,3.5
378,5,1.5
355,5,4.0
364,5,2.5
54,5,2.5
414,5,3.0
403,5,4.0
368,5,1.0
422,5,4.5
416,5,3.5
364,5,2.0
54,5,3.5
385,5,4.0
397,5,3.5
411,5,3.5
380,5,3.0
389,6,4.0
407,6,4.0
360,6,4.5
407,6,2.5
352,6,0.0
371,6,4.0
416,6,4.0
345,6,3.0
339,6,0.5
338,6,4.0
424,6,1.5
412,6,3.0
384,6,0.5
377,6,2.0
391,6,3.0
391,6,4.5
50,6,2.5
339,6,1.0
371,6,4.0
49,6,2.0
338,7,3.5
361,7,4.5
415,7,4.0
401,7,4.5
53,7,4.0
366,7,3.0
411,7,2.0
372,7,4.0
415,7,1.5
405,7,3.5
355,7,0.0
354,7,4.5
357,7,3.5
347,7,4.5
414,7,4.5
364,7,2.0
355,9,2.5
351,9,3.0
353,9,2.5
347,9,4.0
408,9,4.5
417,9,4.5
330,9,2.5
336,9,4.5
351,9,4.5
381,9,1.5
361,9,4.5
408,9,1.0
414,9,0.0
342,9,0.5
371,9,3.5
421,9,2.5
399,9,1.5
334,9,1.5
339,15,3.0
355,15,3.5
375,15,0.0
353,15,2.5
382,17,0.0
365,17,3.5
404,17,3.5
418,17,1.5
396,17,1.5
362,17,2.5
367,17,4.0
350,19,4.5
55,20,2.5
359,20,4.0
426,20,3.0
396,20,3.5
49,20,0.0
374,20,2.5
371,20,3.5
420,20,4.5
367,20,2.5
353,23,3.0
423,23,4.5
373,23,3.0
334,24,3.0
53,24,4.0
426,24,4.5
409,24,4.0
426,24,3.5
415,24,4.5
380,24,2.0
54,24,3.0
364,24,4.0
417,24,3.0
408,24,3.5
393,24,3.0
335,24,4.5
424,24,3.0
365,24,0.0
410,24,4.5
405,24,3.5
376,24,2.0
331,24,4.5
376,24,0.0
413,24,1.0
372,24,4.0
410,24,2.5
337,24,3.5
54,24,4.5
403,24,4.0
417,24,3.0
411,24,3.5
422,24,4.5
343,24,1.0
395,24,1.0
419,24,2.5
419,24,2.0
372,24,4.0
367,24,3.5
385,24,3.0
415,24,2.5
402,24,3.0
329,24,2.5
54,24,3.5
397,26,4.5
336,26,4.5
406,26,1.5
420,26,2.5
394,26,1.5
404,26,3.5
358,26,3.0
336,26,3.0
404,26,3.5
400,26,3.5
418,26,1.0
363,26,3.5
49,26,4.5
380,26,3.0
366,26,3.5
347,26,1.0
353,26,3.0
406,26,2.0
355,26,2.5
406,28,3.5
384,28,4.5
340,28,2.5
425,28,0.5
359,29,2.0
420,29,3.5
393,29,0.5
332,31,4.0
397,31,4.0
346,31,2.5
395,31,3.0
391,31,2.5
372,31,4.5
404,31,4.0
423,31,4.5
359,32,2.5
344,32,4.5
357,32,1.5
383,32,1.5
407,32,4.5
422,32,2.0
404,32,4.0
54,32,0.0
371,32,4.0
364,32,4.5
375,32,1.5
413,32,2.5
417,32,2.0
394,32,3.5
380,32,0.0
337,32,3.0
412,32,2.5
387,32,3.0
383,32,4.0
53,32,4.0
360,33,2.0
411,33,4.5
387,33,3.0
422,33,2.5
421,33,4.0
406,33,3.0
406,33,3.0
415,33,4.5
354,33,4.5
414,33,1.5
369,33,2.5
396,33,3.0
389,33,4.5
387,33,3.0
361,33,3.0
53,33,4.5
375,33,1.0
426,33,3.0
377,33,3.0
383,33,1.5
373,34,2.5
366,34,2.5
354,34,2.5
331,34,3.0
358,34,0.0
395,34,0.5
403,34,2.5
336,34,3.5
363,35,2.5
409,35,2.5
409,35,2.5
386,38,2.5
344,38,0.0
376,38,3.0
386,38,4.5
399,38,1.0
389,38,4.5
350,38,3.0
423,38,2.0
379,39,2.5
399,39,3.5
402,39,1.5
425,39,4.0
382,39,4.5
353,39,4.0
365,39,3.5
423,39,2.0
353,39,2.0
350,39,4.0
363,39,4.5
395,39,2.5
328,39,4.5
354,39,3.0
395,39,4.0
409,39,2.5
401,39,2.0
339,39,2.0
423,39,1.5
334,39,0.0
395,41,2.5
381,41,3.5
378,41,4.0
363,41,4.0
371,41,0.5
393,41,4.0
386,41,1.5
414,41,1.5
366,41,0.0
334,41,4.5
413,41,4.5
362,41,3.5
402,41,1.5
382,41,3.5
337,41,2.0
364,41,2.5
405,41,1.5
340,41,2.0
330,41,3.0
413,41,2.0
371,42,4.0
405,42,1.5
384,42,2.5
418,42,0.5
373,42,4.5
396,42,2.5
366,44,4.0
420,44,2.5
373,44,3.0
330,44,2.0
50,44,2.5
359,44,2.5
372,44,4.0
390,44,4.5
344,44,0.5
381,44,0.5
395,44,3.5
352,44,0.0
381,44,3.5
379,44,3.5
377,44,2.5
351,44,4.0
337,44,3.0
350,44,2.5
346,44,4.5
359,45,3.5
383,45,0.5
365,45,4.0
363,45,3.0
398,45,4.5
407,45,4.5
382,45,3.5
417,45,1.5
355,45,4.0
339,45,4.0
400,45,2.5
329,45,3.0
398,45,1.5
352,45,3.5
413,45,2.0
341,45,3.5
377,45,3.0
345,45,3.0
354,45,3.5
354,45,4.5
373,46,0.0
374,46,3.0
361,46,2.0
407,46,3.0
368,46,1.5
347,46,4.5
396,46,4.0
373,46,2.5
336,46,1.0
389,47,3.0
373,47,1.0
361,47,1.5
345,47,4.0
364,47,1.0
384,47,1.5
328,47,3.0
378,47,3.0
408,47,4.5
408,47,2.0
403,47,4.0
383,47,4.5
393,47,4.0
359,47,2.5
330,47,3.5
394,47,4.0
351,47,2.0
384,47,3.0
414,47,3.0
426,47,1.5
338,48,2.0
379,48,4.5
367,48,3.0
373,48,4.0
330,48,3.0
389,48,1.5
347,48,1.5
341,48,1.5
382,48,3.0
333,48,4.0
419,48,1.5
407,48,2.5
330,48,3.0
421,48,3.5
411,48,1.0
329,48,4.0
416,48,4.5
348,48,3.0
344,48,3.5
341,48,3.5
390,50,3.5
363,50,4.0
377,50,4.5
328,50,3.0
418,50,3.5
422,50,4.0
392,50,1.5
354,50,2.5
423,50,4.0
376,50,4.5
359,50,0.5
372,50,3.5
413,50,4.5
390,50,0.0
378,50,4.0
54,50,0.0
348,50,4.5
378,50,4.0
370,50,4.0
413,50,2.5
334,53,3.0
422,53,3.0
381,53,4.0
411,53,2.5
367,53,1.5
351,53,3.0
372,53,1.5
420,53,4.5
408,53,1.5
411,53,3.0
395,53,3.5
357,53,1.0
382,53,2.0
387,53,0.0
382,53,3.0
364,53,4.0
359,53,4.0
356,53,3.0
328,53,3.5
394,56,4.5
337,57,2.0
342,57,4.0
395,57,4.5
391,57,4.5
400,57,1.0
422,57,3.5
406,57,0.0
368,57,4.0
418,57,3.0
403,57,1.5
328,57,4.5
54,57,1.5
412,57,3.5
370,57,2.5
354,57,4.0
392,57,0.0
346,57,2.5
375,57,0.5
377,57,4.0
330,57,2.5
359,58,3.5
370,58,4.0
53,58,1.0
382,58,3.5
49,58,2.5
359,58,2.0
368,58,3.0
363,58,2.0
345,58,4.5
387,58,2.0
397,58,4.0
349,58,3.0
393,58,3.0
383,58,2.0
371,58,2.5
353,58,3.5
345,58,3.0
424,58,3.0
367,58,1.0
417,58,3.5
376,60,4.5
415,62,4.5
338,62,4.5
356,62,2.5
423,62,4.0
384,62,0.0
383,62,2.5
334,62,4.5
398,62,4.0
357,62,3.5
395,62,4.5
358,62,2.0
417,62,3.0
391,62,4.0
370,62,3.0
335,62,3.5
419,62,3.5
368,62,4.0
339,62,3.5
422,62,3.0
394,62,2.5
379,63,3.0
368,63,4.0
380,63,4.5
371,63,3.5
50,63,3.5
345,63,4.0
398,63,2.0
338,63,4.0
417,63,3.0
385,63,2.0
407,63,3.0
350,63,2.5
375,63,4.0
424,63,3.0
408,63,3.0
427,63,4.5
378,63,2.0
332,63,2.0
406,63,2.5
414,63,4.0
396,64,0.5
362,64,1.5
423,64,3.0
420,64,3.0
397,64,4.0
341,64,4.0
420,64,1.5
341,64,4.0
373,64,2.0
339,64,1.5
411,64,3.0
417,64,2.5
425,69,2.5
404,69,1.5
388,69,3.0
397,69,4.5
365,69,4.0
361,69,3.5
384,69,1.0
336,69,2.5
401,69,3.0
389,69,2.0
381,69,2.0
418,69,4.5
376,69,0.5
377,69,4.0
386,69,4.5
356,71,2.5
329,71,2.5
407,71,4.0
381,71,4.5
371,71,2.0
393,71,1.5
49,71,3.0
54,71,3.5
416,71,2.5
354,71,1.0
384,71,3.5
53,71,2.5
421,71,0.5
383,71,4.0
419,71,3.5
407,71,4.0
336,71,4.5
362,71,2.5
403,71,2.5
369,71,3.5
343,72,0.0
353,72,2.5
408,72,3.5
365,72,2.5
394,72,0.0
347,72,3.0
399,72,2.0
410,72,4.5
374,72,3.0
422,72,2.5
400,72,2.5
425,72,3.0
419,72,4.0
377,72,2.5
367,72,3.5
424,72,3.5
396,72,3.0
329,72,2.5
409,72,0.5
397,72,4.5
361,74,2.0
421,74,4.0
421,79,1.5
54,86,2.5
50,86,3.5
328,86,3.0
